entity_id,name,label,description,doc_id,chunk_id,all_labels,source
ENT_000011,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_遥控调速机构_膜片气缸,Component,系统组成中的执行调速功能的机械或电气机构；遥控调速机构的核心执行部件，将气压信号转换为机械位移；遥控调速机构中连接膜片气缸与主机调速器的机械传动部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_16;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000012,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_阀箱_膜片执行器,Component,阀箱内将气压转换为机械位移的执行部件；阀箱内用于控制主机转速的膜片执行部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_7,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000013,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_齿轮箱油压检测板,Component,系统组成中的齿轮箱润滑油压力检测电路板,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000014,机舱总线制监测报警系统_报警控制单元_声响器,Component,用于发出声音报警信号的内置蜂鸣器组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000015,机舱总线制监测报警系统_报警控制单元_外控声光继电器,Component,用于控制外部声光报警设备的继电器开关组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000016,机舱总线制监测报警系统_报警控制单元_数据采集模块,Component,用于采集开关量报警信号的核心功能模块；基于 RS-485 总线技术实现单元间数字传输的通讯组件；数据采集模块内负责具体信号采集的子单元；数据采集模块内负责控制与通讯的主控子单元,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1;机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000017,机舱总线制监测报警系统_报警控制单元_消音键,Component,用于确认复位报警及停止声响的操作按钮,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000018,机舱总线制监测报警系统_报警控制单元_试验按钮,Component,用于检测系统工作状态是否正常的测试按钮,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000019,机舱总线制监测报警系统_报警控制单元_调光按键,Component,用于调节指示灯亮度并具有断电记忆功能的按钮,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000020,机舱总线制监测报警系统_报警数据采集模块_地址设置开关,Component,数据采集模块上用于设置报警类型的拨码开关集合；数据采集模块上用于设置地址码的开关,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000021,机舱总线制监测报警系统_报警数据采集模块_扫描状态灯,Component,数据采集模块主控单元上指示线路扫描与工作状态的指示灯,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000022,机舱总线制监测报警系统_报警数据采集模块_调试跳线,Component,数据采集模块主控单元上用于进入扫描调试模式的短接跳线,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000023,机舱总线制监测报警系统_报警显示单元_LCD 液晶显示屏,Component,显示单元内用于液晶中文显示的核心部件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000024,机舱总线制监测报警系统_报警显示单元_LED 指示灯,Component,用于显示报警状态的 LED 指示灯组件；显示单元上用于指示通讯状态的指示灯；显示单元内用于发光二极管状态指示的核心部件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1;机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000025,机舱总线制监测报警系统_报警显示单元_地址设置开关,Component,显示单元内用于设定 RS485 总线地址的拨码开关组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000026,机舱总线制监测报警系统_报警显示单元_通讯航空插头,Component,显示单元用于外部信号与电源连接的多芯航空插头组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000027,机舱总线制监测报警系统_数据总线,Component,系统内用于数据传输的通讯总线；连接各单元进行通讯的核心总线组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000028,船舶_主推进系统_气控换向齿轮箱_油压传感器,Component,齿轮箱自带用于检测油压以判断合排状态的传感器,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_17,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000029,船舶_主推进系统_气控换向齿轮箱_液压离合器控制导阀,Component,齿轮箱本地手动换向执行部件；齿轮箱换向系统的核心气动控制阀件，决定齿轮箱运转方向；接受气信号或人工手柄操作推动液压离合器动作的控制导阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_1;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000030,船舶_主推进系统_气控换向齿轮箱_齿轮箱离合器,Component,受机旁控制阀操纵进行正倒车合排或脱排的机械部件,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000031,船舶_主推进系统_陕柴 PC2-6 型船用主机_主机飞轮,Component,主机制造厂提供的旋转部件，用于主机转速测量的磁感应目标,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_13,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000032,船舶_主推进系统_陕柴 PC2-6 型船用主机_主柴油机调速器_PG（WOODWORD）型调速器,Component,主柴油机的核心转速控制部件，接收遥控信号调节燃油供给；调速器输入端的气压信号转换模块，将气压信号转换为机械位移；一种特定型号的主机调速器，具备气压转速设定功能；主柴油机调速器上接受气动信号或人工调节旋钮控制的执行机构,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000033,船舶电气控制设备_开关量输出模块,Component,负责开关量信号输出的功能模块,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4,,柴油机智能延伸检测单元说明书.md
ENT_000034,船舶电气控制设备_通讯模块,Component,负责 485 总线通讯的功能模块,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4,,柴油机智能延伸检测单元说明书.md
ENT_000035,船舶监测报警系统_主机_电子存储器,Component,主机内部用于自动存储报警检测参数的存储部件；主机内部数据存储模块,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_1;机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000036,船舶监测报警系统_主机_看门狗模块,Component,主机内部用于监控系统运行状态及限制误操作的功能模块；主机系统运行监控模块,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_1;机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000037,船舶监测报警系统_操作单元_轨迹球,Component,操作单元上的指针控制部件，辅助进行操作,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5,,机舱微机监测报警系统说明书.md
ENT_000038,船舶监测报警系统_操作单元_键盘,Component,操作单元上的标准输入按键模块，用于发出指令,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5,,机舱微机监测报警系统说明书.md
ENT_000039,船舶监测报警系统_数据采集模块_内部数据处理单元,Component,数据采集模块内部负责对模拟量和开关量信息进行处理的 core 单元,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8,,机舱微机监测报警系统说明书.md
ENT_000040,驾驶台航行值班报警系统_电源单元_电源接线模块,Component,电源单元内部负责电源接线的子模块,GC WAS-01 驾驶室船舶值班报警系统说明书,GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_3,,GC WAS-01 驾驶室船舶值班报警系统说明书.md
ENT_000041,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_调试_遥控操纵功能检查,DiagnosticMethod,安装后检测管路系统气体泄漏的诊断测试方法；调试阶段分段吹净控制管路杂物并检查接头的诊断方法；调试阶段按要求整定仪表和器件动作值的诊断方法；调试阶段手动检查可动件动作灵活性的诊断方法；调试阶段通过试灯按钮检查所有指示灯功能的诊断方法；调试阶段旋转调光旋钮检查指示灯亮度变化的诊断方法；调试阶段按动消音按钮检查报警声响消除功能的诊断方法；调试阶段操作转换开关实现机旁遥控转换的联络检查方法；调试阶段置遥控位置检查指示灯与声响信号的操纵检查方法；验证机旁操纵模式切换及指示灯声响反馈的调试程序；测试紧急停车按钮触发主机停车阀及声光报警的调试程序；调整齿轮箱换向逻辑及延时时间的调试程序；调节膜片执行器与调速手柄同步性及起始压力的调试程序；验证气源压力低于阈值时声光报警功能的调试程序；每月检查气源装置控制空气压力的维护诊断步骤；每半年检查阀箱内各阀件动作是否灵活的诊断方法；每次开机时检查遥控面板显示是否正常的诊断步骤,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_27;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_4,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000042,机舱总线制监测报警系统_地址设置与主控短接调试,DiagnosticMethod,通过设置地址及短接主控跳线进行系统线路扫描的调试方法,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_5,,机舱总线制监测报警使用说明书.md
ENT_000043,机舱总线制监测报警系统_试验按钮全亮测试,DiagnosticMethod,通过按下试验按钮观察所有指示灯和蜂鸣器状态来诊断工作状态的方法,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1,,机舱总线制监测报警使用说明书.md
ENT_000044,船舶监测报警系统_主机_报警历史查询,DiagnosticMethod,用于故障诊断的历史报警查询功能,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000045,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_安全系统,Equipment,独立于遥控装置的安全保护设备，提供紧急停车和故障降速功能,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000046,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_机舱控制箱,Equipment,系统位于机舱的核心控制单元设备；系统内安装在机舱的控制箱设备；安装复位按钮、蜂鸣器及机旁控制单元的机舱设备箱；系统执行机构的气路控制单元设备；系统内安装在机舱的阀箱设备；包含失气自保阀及机旁控制阀的气动逻辑控制箱体；包含遥控部分气源逻辑的气动阀箱 LU；位于机旁的显示与控制箱体设备,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_2;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_3,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000047,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_独立车钟系统,Equipment,非遥控模式下独立于遥控装置的发令和应答车钟系统,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000048,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_转速测量显示单元,Equipment,系统组成中的主机转速测量与显示设备,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000049,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_辅车钟单元,Equipment,系统组成中的辅助车钟通信与控制设备；用于遥控控制站、中央集控站和机旁主推进装置附近联络的标准配套单元,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_12;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000050,CDQY2A-PC2-6 型 船用主柴油机电气遥控系统_遥控台,Equipment,系统的人机交互操作终端设备；系统内布置在驾驶室的遥控台设备；主机遥控控制装置的核心单元，负责指令接收与逻辑运算；系统组成中的供电电源设备,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_2;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_3;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_9,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000051,主机_机旁控制箱,Equipment,安装于主机旁侧的本地控制设备,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_4,,柴油机智能延伸检测单元说明书.md
ENT_000052,机舱总线制监测报警系统_报警数据采集模块,Equipment,系统内负责采集报警数据信号的独立模块设备；系统内负责采集传感器数据的独立模块,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000053,机舱总线制监测报警系统_报警显示单元,Equipment,系统内独立成套的报警控制与显示单元设备；系统内负责报警信息显示的设备单元；系统内用于指示报警状态的独立显示设备,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1;机舱总线制监测报警使用说明书::chunk_3;机舱总线制监测报警使用说明书::chunk_4,,机舱总线制监测报警使用说明书.md
ENT_000054,机舱总线制监测报警系统_电源系统,Equipment,监测报警控制系统中的供电设备,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000055,机舱总线制监测报警系统_航行数据记录仪,Equipment,接收标准数据信号的 VDR 设备,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000056,机舱总线制监测报警系统_计算机监控系统,Equipment,与数据采集模块连接的上位机监控系统,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3,,机舱总线制监测报警使用说明书.md
ENT_000057,船舶_主推进系统_气控换向齿轮箱,Equipment,主推进系统内的传动换向设备；接收遥控系统指令执行正倒车换向动作的执行设备；主推进系统中的气控换向齿轮箱设备,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_1;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_10;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000058,船舶_主推进系统_陕柴 PC2-6 型船用主机,Equipment,主推进系统内的核心动力设备；船舶主推进系统的核心主机设备,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_1;CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000059,船舶_机舱遥控专用低压气瓶,Equipment,为机舱遥控系统提供气源的专用低压气瓶,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_3,,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书.md
ENT_000060,船舶电气控制设备,Equipment,文本所指的核心电气控制主体设备；船舶电气系统的核心控制单元,柴油机智能延伸检测单元说明书,柴油机智能延伸检测单元说明书::chunk_1;柴油机智能延伸检测单元说明书::chunk_4,,柴油机智能延伸检测单元说明书.md
ENT_000061,船舶监测报警系统_UPS 电源单元,Equipment,系统内的不间断电源设备，用于主电源失电时提供备用电力,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_6,,机舱微机监测报警系统说明书.md
ENT_000062,船舶监测报警系统_VDR 数据记录设备,Equipment,接收系统数据的航行数据记录仪,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000063,船舶监测报警系统_VDR 数据通讯模块,Equipment,实现工业控制计算机系统与 VDR 装置之间通讯转换的专用模块,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8,,机舱微机监测报警系统说明书.md
ENT_000064,船舶监测报警系统_备用主机,Equipment,系统主运行控制设备，负责核心数据处理；系统核心控制主机设备；系统冗余备份控制设备，主机故障时自动投入；系统冗余备用控制主机,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_1;机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000065,船舶监测报警系统_延伸报警灯板,Equipment,用于在驾驶室或轮机长舱指示重要报警状况的可选硬件设备,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7,,机舱微机监测报警系统说明书.md
ENT_000066,船舶监测报警系统_开关量传感器,Equipment,提供无源或有源触点信号的开关状态检测设备,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_4,,机舱微机监测报警系统说明书.md
ENT_000067,船舶监测报警系统_打印设备,Equipment,用于现场打印报警历史及系统数据的输出设备；系统报警记录打印设备,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_1;机舱微机监测报警系统说明书::chunk_2,,机舱微机监测报警系统说明书.md
ENT_000068,船舶监测报警系统_数据输出模块,Equipment,负责将系统处理后的数据信号向外输出的独立功能模块,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8,,机舱微机监测报警系统说明书.md
ENT_000069,船舶监测报警系统_数据采集通讯模块,Equipment,负责采集现场信号并发送给主机的功能模块；负责在 RS-232 与 RS-485 通讯方式之间进行转换的通讯模块,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5;机舱微机监测报警系统说明书::chunk_8,,机舱微机监测报警系统说明书.md
