entity_id,name,label,description,doc_id,chunk_id,all_labels,source
ENT_000057,Volvo Penta Engine_Cooling System_Cooling Water Inlet,Component,冷却水入口组件，包含旋塞和外部格栅,D8维护保养手册,D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000058,Volvo Penta Engine_Cooling System_Expansion Tank,Component,冷却液膨胀箱，需检查泄漏,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000059,Volvo Penta Engine_Cooling System_Heat Exchanger,Component,热交换器冷却组件,D8维护保养手册,D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27;D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000060,Volvo Penta Engine_Cooling System_Sacrificial Anode,Component,位于热交换器和增压空气冷却器上的牺牲阳极,D8维护保养手册,D8维护保养手册::chunk_14,,D8维护保养手册.md
ENT_000061,Volvo Penta Engine_Cooling System_Sea Water Pump,Component,冷却系统核心模块，负责海水循环冷却,D8维护保养手册,D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000062,Volvo Penta Engine_Cooling System_Seawater Pump Impeller,Component,海水泵核心叶轮部件，长期存储时需取出以防变形,D8维护保养手册,D8维护保养手册::chunk_29;D8维护保养手册::chunk_30,,D8维护保养手册.md
ENT_000063,Volvo Penta Engine_Electrical System_Alternator,Component,发动机电气系统内的交流发电机部件；交流发电机核心发电部件,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27;D8维护保养手册::chunk_28;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000064,Volvo Penta Engine_Electrical System_Battery,Component,电气系统核心储能部件，存在爆炸与腐蚀风险；船舶电气系统核心储能设备，需定期维护以防冻结和腐蚀,D8维护保养手册,D8维护保养手册::chunk_29;D8维护保养手册::chunk_30;D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000065,Volvo Penta Engine_Electrical System_Battery Cable,Component,连接电池正负极的高电流电缆，拆装需遵循严格顺序,D8维护保养手册,D8维护保养手册::chunk_29;D8维护保养手册::chunk_30,,D8维护保养手册.md
ENT_000066,Volvo Penta Engine_Electrical System_Battery Management System,Component,发动机电气系统内的电池管理模块,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000067,Volvo Penta Engine_Electrical System_Engine Control Module,Component,发动机电气系统内的核心控制模块,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000068,Volvo Penta Engine_Electrical System_Wiring Harness,Component,发动机线束及电缆组件,D8维护保养手册,D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27;D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000069,Volvo Penta Engine_Exhaust System_AdBlue Tank,Component,用于储存 AdBlue/DEF 溶液的排气系统处理罐，存储前需清空清洁,D8维护保养手册,D8维护保养手册::chunk_24,,D8维护保养手册.md
ENT_000070,Volvo Penta Engine_Exhaust System_Diesel Particulate Filter,Component,排气系统核心模块，用于过滤柴油颗粒,D8维护保养手册,D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000071,Volvo Penta Engine_Exhaust System_Silencer,Component,排气系统消音器，可能因机油过多导致堵塞,D8维护保养手册,D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000072,Volvo Penta Engine_Fuel System_Common Rail,Component,燃油共轨系统核心部件，需检查泄漏,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000073,Volvo Penta Engine_Fuel System_Fuel Filter,Component,燃油过滤器，一般检查项目之一,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000074,Volvo Penta Engine_Fuel System_Fuel Injector,Component,喷油器组件，连接处需检查泄漏,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000075,Volvo Penta Engine_Fuel System_Fuel Pump,Component,燃油系统核心模块，负责燃油供给加压,D8维护保养手册,D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000076,Volvo Penta Engine_Fuel System_Fuel Tank,Component,存储燃油的核心容器，需防止冷凝和氧化,D8维护保养手册,D8维护保养手册::chunk_22;D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000077,Volvo Penta Engine_Fuel System_High Pressure Fuel Pipe,Component,燃油系统高压管路组件，严禁弯曲或拉直,D8维护保养手册,D8维护保养手册::chunk_4;D8维护保养手册::chunk_5,,D8维护保养手册.md
ENT_000078,Volvo Penta Engine_Intake System_Air Filter,Component,发动机进气系统内的空气过滤器组件,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000079,Volvo Penta Engine_Lubrication System_Dipstick,Component,润滑系统油尺，用于测量发动机机油液位,D8维护保养手册,D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000080,Volvo Penta Engine_Lubrication System_Oil Filter,Component,润滑系统机油过滤器，用于过滤机油杂质,D8维护保养手册,D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000081,Volvo Penta Engine_Mechanical System_Air Compressor,Component,空气压缩机，需检查油位,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000082,Volvo Penta Engine_Mechanical System_Belt Tensioner,Component,皮带张紧器机械组件,D8维护保养手册,D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27;D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000083,Volvo Penta Engine_Mechanical System_Crankshaft,Component,机械系统曲轴，发动机核心旋转部件,D8维护保养手册,D8维护保养手册::chunk_12,,D8维护保养手册.md
ENT_000084,Volvo Penta Engine_Mechanical System_Cylinder Head,Component,发动机顶部核心组件，包含气门机构及燃烧室顶部结构,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000085,Volvo Penta Engine_Mechanical System_Cylinder Head Overhaul Kit,Component,专用于缸盖维修的备件封装套件，包含衬垫等消耗件,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000086,Volvo Penta Engine_Mechanical System_Cylinder Liner,Component,发动机气缸内壁套筒，部分设计不可更换需整体评估,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000087,Volvo Penta Engine_Mechanical System_Drive Belt,Component,发动机附件传动带，存储后需检查状况,D8维护保养手册,D8维护保养手册::chunk_22;D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000088,Volvo Penta Engine_Mechanical System_Engine Block,Component,发动机主体骨架，包含气缸体及曲轴箱结构,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000089,Volvo Penta Engine_Mechanical System_Idler,Component,惰轮机械组件,D8维护保养手册,D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27;D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000090,Volvo Penta Engine_Mechanical System_Oil Pan,Component,油底壳，需检查机油泄漏,D8维护保养手册,D8维护保养手册::chunk_10;D8维护保养手册::chunk_11,,D8维护保养手册.md
ENT_000091,Volvo Penta Engine_Mechanical System_Overhaul Kit,Component,发动机全面大修所需的备件封装套件,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000092,Volvo Penta Engine_Mechanical System_Piston,Component,发动机气缸内核心运动部件，承受燃烧压力并传递动力,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000093,Volvo Penta Engine_Mechanical System_Rubber Hose,Component,发动机各类橡胶软管，需检查老化与密封性,D8维护保养手册,D8维护保养手册::chunk_22;D8维护保养手册::chunk_23,,D8维护保养手册.md
ENT_000094,Volvo Penta Engine_Mechanical System_Sound Insulation Material,Component,发动机舱吸声隔音材料,D8维护保养手册,D8维护保养手册::chunk_25;D8维护保养手册::chunk_26;D8维护保养手册::chunk_27;D8维护保养手册::chunk_28,,D8维护保养手册.md
ENT_000095,Volvo Penta Engine_Mechanical System_Starter Motor,Component,发动机起动系统的核心执行部件，负责驱动发动机旋转,D8维护保养手册,D8维护保养手册::chunk_6,,D8维护保养手册.md
ENT_000096,Volvo Penta Engine_Mechanical System_Turbocharger,Component,发动机机械系统内的涡轮增压器部件,D8维护保养手册,D8维护保养手册::chunk_0;D8维护保养手册::chunk_1;D8维护保养手册::chunk_2;D8维护保养手册::chunk_3,,D8维护保养手册.md
ENT_000097,Volvo Penta Engine_Steering System_Dipstick,Component,电动操舵器专用的油位检查量油尺；用于检查油位及作为换油抽油孔位的油尺组件,D8维护保养手册,D8维护保养手册::chunk_17;D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20;D8维护保养手册::chunk_21,,D8维护保养手册.md
ENT_000098,Volvo Penta Engine_Steering System_Electric Steering Unit,Component,电动操舵器，用于船舶转向控制的核心模块；电动操舵器核心控制部件，需定期更换机油并检查机械连杆,D8维护保养手册,D8维护保养手册::chunk_21;D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000099,Volvo Penta Engine_Transmission System_Aquamatic Unit,Component,沃尔沃遍达舷内外机传动装置的具体型号组件,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000100,Volvo Penta Engine_Transmission System_Clamping Ring,Component,用于固定密封的夹紧环组件,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000101,Volvo Penta Engine_Transmission System_Control Display,Component,用于显示校准状态和系统信息的控制显示单元,D8维护保养手册,D8维护保养手册::chunk_16,,D8维护保养手册.md
ENT_000102,Volvo Penta Engine_Transmission System_Dipstick,Component,变速箱系统专用的油位量油尺,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000103,Volvo Penta Engine_Transmission System_Drive Unit Output Shaft,Component,驱动装置或换向器的输出轴，存储期间需手动旋转防锈,D8维护保养手册,D8维护保养手册::chunk_29;D8维护保养手册::chunk_30,,D8维护保养手册.md
ENT_000104,Volvo Penta Engine_Transmission System_Exhaust Gasket,Component,排气板处的可更换密封衬垫,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000105,Volvo Penta Engine_Transmission System_Exhaust Plate,Component,IPS 装置上的排气板组件，含白色塑料部分,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000106,Volvo Penta Engine_Transmission System_IPS Drive Unit,Component,沃尔沃遍达 IPS 驱动装置的核心传动组件,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000107,Volvo Penta Engine_Transmission System_Lower Gear Kit,Component,传动装置下部齿轮的维修更换套件模块,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000108,Volvo Penta Engine_Transmission System_Oil Cooler,Component,变速箱液压润滑系统中的机油冷却模块,D8维护保养手册,D8维护保养手册::chunk_17;D8维护保养手册::chunk_18;D8维护保养手册::chunk_19;D8维护保养手册::chunk_20,,D8维护保养手册.md
ENT_000109,Volvo Penta Engine_Transmission System_Oil Filter,Component,变速箱系统内的机油过滤组件,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000110,Volvo Penta Engine_Transmission System_Oil Quality Sensor,Component,IPS 装置用于监测油液质量的传感器模块,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000111,Volvo Penta Engine_Transmission System_Propeller Shaft,Component,连接传动装置与螺旋桨的关键机械部件；传动系统中的螺旋桨轴部件,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8;D8维护保养手册::chunk_9,,D8维护保养手册.md
ENT_000112,Volvo Penta Engine_Transmission System_Propeller Shaft Seal,Component,螺旋桨轴处的关键密封件模块,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000113,Volvo Penta Engine_Transmission System_Sacrificial Anode,Component,IPS 传动装置上用于防止电偶腐蚀的牺牲阳极部件,D8维护保养手册,D8维护保养手册::chunk_16,,D8维护保养手册.md
ENT_000114,Volvo Penta Engine_Transmission System_Steering Seal,Component,转向机构处的关键密封件模块,D8维护保养手册,D8维护保养手册::chunk_15,,D8维护保养手册.md
ENT_000115,Volvo Penta Engine_Transmission System_Transmission Device,Component,沃尔沃遍达发动机系统中的传动装置核心组件,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000116,Volvo Penta Engine_Transmission System_Upper Gear Kit,Component,传动装置上部齿轮的维修更换套件模块,D8维护保养手册,D8维护保养手册::chunk_7;D8维护保养手册::chunk_8,,D8维护保养手册.md
ENT_000117,发动机安全管理系统_SCR 系统_泵装置过滤器,Component,SCR 系统泵装置过滤组件,D16维护保养手册,D16维护保养手册::chunk_11,,D16维护保养手册.md
ENT_000118,发动机安全管理系统_SCR 系统_空气过滤器,Component,SCR 系统 AdBlue 罐空气过滤组件,D16维护保养手册,D16维护保养手册::chunk_11,,D16维护保养手册.md
ENT_000119,发动机安全管理系统_传动装置_倒档齿轮箱,Component,传动装置中负责反向推进的液压润滑核心组件,D16维护保养手册,D16维护保养手册::chunk_20;D16维护保养手册::chunk_21;D16维护保养手册::chunk_22;D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000120,发动机安全管理系统_传动装置_橡胶套筒,Component,水润滑轴上的橡胶保护套，需检查破裂或泄漏,D16维护保养手册,D16维护保养手册::chunk_20;D16维护保养手册::chunk_21;D16维护保养手册::chunk_22;D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000121,发动机安全管理系统_传动装置_真空泵,Component,传动装置中用于辅助运行或测试的真空泵组件，需定期清洁组装,D16维护保养手册,D16维护保养手册::chunk_8,,D16维护保养手册.md
ENT_000122,发动机安全管理系统_传动装置_螺旋桨轴,Component,连接传动装置与螺旋桨的旋转轴系部件,D16维护保养手册,D16维护保养手册::chunk_20;D16维护保养手册::chunk_21;D16维护保养手册::chunk_22;D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000123,发动机安全管理系统_传动装置_轴密封件,Component,螺旋桨轴填料函处的关键防水密封组件,D16维护保养手册,D16维护保养手册::chunk_20;D16维护保养手册::chunk_21;D16维护保养手册::chunk_22;D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000124,发动机安全管理系统_冷却系统_加热元件,Component,可选配置的连接至发动机冷却系统的船配加热部件,D16维护保养手册,D16维护保养手册::chunk_12;D16维护保养手册::chunk_13;D16维护保养手册::chunk_14;D16维护保养手册::chunk_15,,D16维护保养手册.md
ENT_000125,发动机安全管理系统_冷却系统_叶轮泵,Component,海水冷却系统叶轮泵，驱动海水循环冷却；冷却系统中海水循环的核心泵体组件,D16维护保养手册,D16维护保养手册::chunk_16;D16维护保养手册::chunk_17;D16维护保养手册::chunk_18;D16维护保养手册::chunk_19;D16维护保养手册::chunk_5,,D16维护保养手册.md
ENT_000126,发动机安全管理系统_冷却系统_散热器,Component,冷却系统内的散热器核心组件，影响冷却液容量,D16维护保养手册,D16维护保养手册::chunk_4,,D16维护保养手册.md
ENT_000127,发动机安全管理系统_冷却系统_海水塞,Component,冷却系统海水进水管路的关键隔离阀门,D16维护保养手册,D16维护保养手册::chunk_16;D16维护保养手册::chunk_17;D16维护保养手册::chunk_18;D16维护保养手册::chunk_19,,D16维护保养手册.md
ENT_000128,发动机安全管理系统_冷却系统_海水过滤器,Component,冷却系统进水口的关键过滤部件，需定期清洁以防堵塞,D16维护保养手册,D16维护保养手册::chunk_20;D16维护保养手册::chunk_21;D16维护保养手册::chunk_22;D16维护保养手册::chunk_23,,D16维护保养手册.md
ENT_000129,发动机安全管理系统_冷却系统_热交换器,Component,冷却系统内的热交换器核心组件，影响冷却液容量,D16维护保养手册,D16维护保养手册::chunk_4,,D16维护保养手册.md
