rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000021,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Foreign Objects In Inlet,FaultCause,机械损坏故障由入口管异物导致,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000022,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_High Pressure Water Cleaning,FaultCause,机械损伤现象可由高压水清洗发动机引起,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000023,FaultPhenomenon_Mechanical Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Overload Stress,FaultCause,过度负载应力导致机械损坏,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000024,FaultPhenomenon_Propeller Cavitation,FaultPhenomenon,CAUSED_BY,FaultCause_Excessive Trim Angle,FaultCause,螺旋桨气蚀由过度纵倾角导致,D8操作手册,D8操作手册::chunk_14
REL_000025,FaultPhenomenon_Propeller Loosening,FaultPhenomenon,CAUSED_BY,FaultCause_Excessive Trim Angle,FaultCause,螺旋桨松动由过度纵倾角导致,D8操作手册,D8操作手册::chunk_14
REL_000026,FaultPhenomenon_Screen Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Sunlight Exposure,FaultCause,屏幕损坏故障由长期阳光暴露导致,D8操作手册,D8操作手册::chunk_12
REL_000027,FaultPhenomenon_Sepsis Infection,FaultPhenomenon,CAUSED_BY,FaultCause_Fuel Penetration Into Tissue,FaultCause,败血病感染现象由高压燃油渗入组织直接导致,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000028,FaultPhenomenon_Shortened Engine Life,FaultPhenomenon,CAUSED_BY,FaultCause_Cold Idling,FaultCause,冷态发动机空转会缩短发动机的使用寿命,D8操作手册,D8操作手册::chunk_21
REL_000029,FaultPhenomenon_Shortened Engine Life,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Oil Coolant Quality,FaultCause,错误油品质量缩短发动机寿命,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000030,FaultPhenomenon_Skin Damage,FaultPhenomenon,CAUSED_BY,FaultCause_Chemical Contact,FaultCause,皮肤损伤由直接接触有害化学品导致,D8操作手册,D8操作手册::chunk_0
REL_000031,FaultPhenomenon_Speedometer Error,FaultPhenomenon,CAUSED_BY,FaultCause_Speed Factor Mismatch,FaultCause,速度计错误故障由速度系数不匹配导致,D8操作手册,D8操作手册::chunk_12
REL_000032,FaultPhenomenon_Speedometer Error,FaultPhenomenon,REPAIRED_BY,RepairMethod_Adjust Speed Factor,RepairMethod,速度计错误故障通过调整速度系数修复,D8操作手册,D8操作手册::chunk_12
REL_000033,FaultPhenomenon_Speedometer Error,FaultPhenomenon,REPAIRED_BY,RepairMethod_Calibrate System,RepairMethod,转速表错误现象可通过校准系统方法进行修复,D8操作手册,D8操作手册::chunk_13
REL_000034,FaultPhenomenon_Starter Motor Overheat,FaultPhenomenon,CAUSED_BY,FaultCause_Prolonged Cranking,FaultCause,起动马达过热由长时间接合导致,D8操作手册,D8操作手册::chunk_20
REL_000035,FaultPhenomenon_System Performance Fault,FaultPhenomenon,CAUSED_BY,FaultCause_Third Party System Fault,FaultCause,第三方系统使用导致性能故障,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000036,FaultPhenomenon_Transmission Stress,FaultPhenomenon,CAUSED_BY,FaultCause_High Speed Shifting,FaultCause,高转速下换档会导致传动装置承受不必要应力,D8操作手册,D8操作手册::chunk_21
REL_000037,FaultPhenomenon_Unintended Vessel Movement,FaultPhenomenon,CAUSED_BY,FaultCause_Electromagnetic Interference,FaultCause,电磁干扰导致船只意外移动,D8操作手册,D8操作手册::chunk_17
REL_000038,FaultPhenomenon_Unintended Vessel Movement,FaultPhenomenon,CAUSED_BY,FaultCause_Environmental Conditions,FaultCause,环境条件恶劣导致船只意外移动,D8操作手册,D8操作手册::chunk_17
REL_000039,FaultPhenomenon_Warranty Void,FaultPhenomenon,CAUSED_BY,FaultCause_Unauthorized Modification,FaultCause,未经授权改装导致保修失效,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000040,FaultPhenomenon_Warranty Void,FaultPhenomenon,CAUSED_BY,FaultCause_Wrong Oil Coolant Quality,FaultCause,油品或冷却剂不当导致保修索赔被拒,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000041,FaultPhenomenon_Water Ingestion,FaultPhenomenon,CAUSED_BY,FaultCause_Engine Stop During Maneuver,FaultCause,操纵期间发动机停止会导致水通过排气管进入,D8操作手册,D8操作手册::chunk_21
REL_000042,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_4 Inch Screen,Equipment,发动机系统包含 4 英寸屏幕设备,D8操作手册,D8操作手册::chunk_12
REL_000043,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_7 Inch Screen,Equipment,船舶发动机系统包含 7 英寸屏幕作为显示和控制设备,D8操作手册,D8操作手册::chunk_13
REL_000044,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Active Corrosion Protection,Component,船舶发动机系统包含主动防腐蚀保护组件,D8操作手册,D8操作手册::chunk_13
REL_000045,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Alternator,Component,机舱发动机系统包含交流发电机作为其关键组成部分,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000046,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Autopilot,Equipment,船舶发动机系统包含自动操舵仪设备用于自动航线保持,D8操作手册,D8操作手册::chunk_15
REL_000047,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Auxiliary Stop Device,Component,系统包含用于紧急停机的辅助停止装置组件,D8操作手册,D8操作手册::chunk_22
REL_000048,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Battery,Component,发动机系统包含电池组件作为启动电源,D8操作手册,D8操作手册::chunk_0
REL_000049,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Battery Management System,Equipment,主系统包含电池管理设备,D8操作手册,D8操作手册::chunk_18
REL_000050,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Control Device,Equipment,发动机系统包含控制装置用于操作发动机,D8操作手册,D8操作手册::chunk_14
REL_000051,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Cooling System,Component,机舱发动机系统包含冷却系统作为其关键组成部分,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000052,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Dynamic Positioning System,Equipment,船舶发动机系统包含动态定位系统设备,D8操作手册,D8操作手册::chunk_17
REL_000053,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_EVC System,Equipment,发动机系统包含电子船舶控制设备,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000054,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Echo Sounder,Component,船舶发动机系统包含回声探测器组件用于深度测量,D8操作手册,D8操作手册::chunk_13
REL_000055,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Electrical System,Component,发动机系统包含电气控制组件,D8操作手册,D8操作手册::chunk_0
REL_000056,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Engine,Equipment,发动机系统包含发动机主体设备,D8操作手册,D8操作手册::chunk_24
REL_000057,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Engine Control Module,Component,机舱发动机系统包含核心控制模块作为其关键组成部分,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000058,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Exhaust System,Component,发动机系统包含排气及涡轮增压组件,D8操作手册,D8操作手册::chunk_0
REL_000059,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_External Steering,Equipment,发动机系统包含外部舵设备,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000060,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Fuel System,Component,发动机系统包含燃油供给组件,D8操作手册,D8操作手册::chunk_0
REL_000061,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Fuel Tank,Equipment,船舶发动机系统包含燃油箱作为其燃料存储设备,D8操作手册,D8操作手册::chunk_29
REL_000062,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Glass Cockpit Display,Equipment,船舶发动机系统包含玻璃驾驶舱显示器作为可选显示设备,D8操作手册,D8操作手册::chunk_13
REL_000063,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Information Display,Equipment,发动机系统包含信息显示器设备,D8操作手册,D8操作手册::chunk_12
REL_000064,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Instrumentation System,Equipment,发动机系统包含选装的仪表系统设备,D8操作手册,D8操作手册::chunk_12
REL_000065,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Joystick,Equipment,船舶发动机系统包含操纵杆设备用于停靠和转向操纵,D8操作手册,D8操作手册::chunk_15
REL_000066,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Local Helm Station,Equipment,系统包含本地舵站作为其关键操纵设备,D8操作手册,D8操作手册::chunk_21
REL_000067,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Low Speed Module,Component,船舶发动机系统包含低速功能模块用于怠速行驶控制,D8操作手册,D8操作手册::chunk_15
REL_000068,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Lubrication System,Component,机舱发动机系统包含润滑系统作为其关键组成部分,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000069,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Main Helm Station,Equipment,系统包含主舵站作为其关键操纵设备,D8操作手册,D8操作手册::chunk_21
REL_000070,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Power Trim System,Equipment,发动机系统包含动力升降系统用于控制驱动装置,D8操作手册,D8操作手册::chunk_14
REL_000071,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Remote Helm Station,Equipment,系统包含远程舵站作为其关键操纵设备,D8操作手册,D8操作手册::chunk_21
REL_000072,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Safety Lanyard,Component,船用发动机系统配备安全短索组件,D8操作手册,D8操作手册::chunk_7
REL_000073,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Stern Drive,Equipment,船舶发动机系统包含船尾驱动装置作为核心推进设备,D8操作手册,D8操作手册::chunk_19
REL_000074,Marine Engine System,System,HAS_COMPONENT,Marine Engine System_Turbocharger,Component,机舱发动机系统包含涡轮增压器作为其关键组成部分,D8操作手册,D8操作手册::chunk_1;D8操作手册::chunk_2;D8操作手册::chunk_3;D8操作手册::chunk_4
REL_000075,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Check Water For Swimmers,SafetyNote,船用发动机系统操作涉及检查水中游泳者安全须知,D8操作手册,D8操作手册::chunk_7
REL_000076,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Chemical Health Protection,SafetyNote,发动机系统维护需遵守化学品健康防护规则,D8操作手册,D8操作手册::chunk_0
REL_000077,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Engine Lockout Procedure,SafetyNote,发动机系统维修前需执行锁止程序,D8操作手册,D8操作手册::chunk_0
REL_000078,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Engine Room Ventilation Time,SafetyNote,船舶发动机系统关联起动前机舱通风时间的安全要求,D8操作手册,D8操作手册::chunk_19
REL_000079,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Environmental Waste Disposal,SafetyNote,发动机系统需遵守环保废物处理安全 note,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000080,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Fire And Explosion Prevention,SafetyNote,发动机系统整体需遵守防火防爆安全规则,D8操作手册,D8操作手册::chunk_0
REL_000081,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_No Engine Modification,SafetyNote,发动机系统需遵守禁止改装安全 note,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000082,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_No High Pressure Washing On Engine,SafetyNote,整个发动机系统清洁时禁止使用高压清洗设备,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000083,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_No Overload,SafetyNote,发动机系统需遵守禁止过载安全 note,D8操作手册,D8操作手册::chunk_10;D8操作手册::chunk_11;D8操作手册::chunk_8;D8操作手册::chunk_9
REL_000084,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_No Start Aid Spray,SafetyNote,船舶发动机系统关联禁止使用起动喷射器的安全禁忌,D8操作手册,D8操作手册::chunk_19
REL_000085,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Personal Protective Equipment Usage,SafetyNote,发动机系统操作需佩戴个人防护装备,D8操作手册,D8操作手册::chunk_0
REL_000086,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Read Operation Manual,SafetyNote,船用发动机系统维护要求阅读操作手册安全须知,D8操作手册,D8操作手册::chunk_7
REL_000087,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Rotating Parts And Hot Surface Warning,SafetyNote,发动机系统需警示旋转部件和高温表面风险,D8操作手册,D8操作手册::chunk_0
REL_000088,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Stop Engine Before Clutch Adjustment,SafetyNote,船用发动机系统涉及离合器调整前停机安全须知,D8操作手册,D8操作手册::chunk_7
REL_000089,Marine Engine System,System,HAS_SAFETY_NOTE,SafetyNote_Ventilation Requirement,SafetyNote,发动机系统运行需满足通风环境要求,D8操作手册,D8操作手册::chunk_0
REL_000090,Marine Engine System,System,REPAIRED_BY,RepairMethod_Lockout And Tagout,RepairMethod,发动机系统维修前需执行电源锁止隔离方法,D8操作手册,D8操作手册::chunk_0
REL_000091,Marine Engine System,System,REPAIRED_BY,RepairMethod_Proper Waste Disposal,RepairMethod,发动机系统维护涉及废油及有害废物的正确处理,D8操作手册,D8操作手册::chunk_0
REL_000092,Marine Engine System,System,REPAIRED_BY,RepairMethod_Stop Engine Via Auxiliary Device,RepairMethod,发动机系统故障时可通过辅助停机方法进行修复处理,D8操作手册,D8操作手册::chunk_22
REL_000093,Marine Engine System,System,REQUIRES,DiagnosticMethod_Fuel Consumption Check,DiagnosticMethod,船用发动机系统航行前需要燃油消耗检查方法,D8操作手册,D8操作手册::chunk_7
REL_000094,Marine Engine System,System,REQUIRES,RepairMethod_Warm Up Engine,RepairMethod,系统在使用满功率前必须执行发动机暖机程序,D8操作手册,D8操作手册::chunk_21
REL_000095,Marine Engine System_4 Inch Screen,Equipment,CONTROLS,Marine Engine System,System,4 英寸屏幕可查看和控制系统中所有已安装功能,D8操作手册,D8操作手册::chunk_12
REL_000096,Marine Engine System_7 Inch Screen,Equipment,CONTROLS,Marine Engine System,System,7 英寸屏幕可查看和控制沃尔沃遍达控制系统中所有已安装的功能,D8操作手册,D8操作手册::chunk_13
REL_000097,Marine Engine System_7 Inch Screen,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Neutral Warning Sound,Parameter,显示屏可设置空档警告声参数,D8操作手册,D8操作手册::chunk_28
REL_000098,Marine Engine System_7 Inch Screen,Equipment,HAS_PARAMETER,Parameter_Boat Speed,Parameter,7 英寸屏幕可显示船速参数,D8操作手册,D8操作手册::chunk_13
REL_000099,Marine Engine System_7 Inch Screen,Equipment,HAS_PARAMETER,Parameter_Exhaust Temperature,Parameter,7 英寸屏幕可显示排气温度参数,D8操作手册,D8操作手册::chunk_13
REL_000100,Marine Engine System_7 Inch Screen,Equipment,HAS_SAFETY_NOTE,SafetyNote_Dark Station Mode Warning,SafetyNote,7 英寸屏幕有关暗站模式的安全警告，启用后不会显示错误消息,D8操作手册,D8操作手册::chunk_13
REL_000101,Marine Engine System_7 Inch Screen,Equipment,HAS_SAFETY_NOTE,SafetyNote_Use Screen Cover When Not In Use,SafetyNote,7 英寸屏幕需在船未使用时使用保护盖防止阳光损坏,D8操作手册,D8操作手册::chunk_13
REL_000102,Marine Engine System_7 Inch Screen,Equipment,REPAIRED_BY,RepairMethod_Replace Instrument,RepairMethod,7 英寸屏幕上的仪表可通过更换仪表方法进行维修,D8操作手册,D8操作手册::chunk_13
REL_000103,Marine Engine System_Active Corrosion Protection,Component,CONTROLS,Marine Engine System_Stern Drive,Equipment,主动防腐保护系统控制船尾驱动装置的防腐保护状态,D8操作手册,D8操作手册::chunk_19
REL_000104,Marine Engine System_Active Corrosion Protection,Component,HAS_FAULT,FaultPhenomenon_Corrosion Danger,FaultPhenomenon,主动防腐蚀保护系统可能出现腐蚀危险故障,D8操作手册,D8操作手册::chunk_18
REL_000105,Marine Engine System_Active Corrosion Protection,Component,HAS_SAFETY_NOTE,SafetyNote_ACP Chlorine Gas,SafetyNote,主动防腐蚀保护系统工作时有氯气释放安全注意,D8操作手册,D8操作手册::chunk_18
REL_000106,Marine Engine System_Active Corrosion Protection,Component,MONITORS,Marine Engine System_Drive Device,Component,主动防腐蚀保护系统监测驱动装置状态,D8操作手册,D8操作手册::chunk_18
REL_000107,Marine Engine System_Alternator,Component,HAS_FAULT,Marine Engine System_FaultPhenomenon_Alternator Damage,FaultPhenomenon,交流发电机可能出现损坏故障,D8操作手册,D8操作手册::chunk_28
REL_000108,Marine Engine System_Autopilot,Equipment,CONTROLS,Marine Engine System_External Steering,Equipment,自动操舵仪控制外部转向系统以调整船的转向,D8操作手册,D8操作手册::chunk_15
REL_000109,Marine Engine System_Autopilot,Equipment,HAS_COMPONENT,Marine Engine System_Compass Unit,Component,自动操舵仪内部包含罗盘单元组件提供航向传感,D8操作手册,D8操作手册::chunk_15
REL_000110,Marine Engine System_Autopilot,Equipment,HAS_COMPONENT,Marine Engine System_Glass Cockpit Display,Equipment,自动操舵仪系统依赖玻璃驾驶舱显示器进行信息显示,D8操作手册,D8操作手册::chunk_15
REL_000111,Marine Engine System_Autopilot,Equipment,HAS_SAFETY_NOTE,SafetyNote_Helm Supervision Requirement,SafetyNote,自动操舵仪使用需遵守舵手监督要求的安全注意事项,D8操作手册,D8操作手册::chunk_15
REL_000112,Marine Engine System_Autopilot,Equipment,MONITORS,Parameter_Heading,Parameter,自动操舵仪监测并显示当前航向参数,D8操作手册,D8操作手册::chunk_16
REL_000113,Marine Engine System_Battery,Equipment,HAS_FAULT,Marine Engine System_FaultPhenomenon_Battery Discharge,FaultPhenomenon,电池可能出现电量耗尽故障,D8操作手册,D8操作手册::chunk_28
REL_000114,Marine Engine System_Battery,Equipment,HAS_PARAMETER,Marine Engine System_Parameter_Electrolyte Density,Parameter,电池设备具有电解液密度状态参数,D8操作手册,D8操作手册::chunk_31
REL_000115,Marine Engine System_Battery,Component,HAS_SAFETY_NOTE,SafetyNote_Correct Battery Polarity Connection,SafetyNote,电池安装时必须确认极性连接正确,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000116,Marine Engine System_Battery,Component,HAS_SAFETY_NOTE,SafetyNote_Fire And Explosion Prevention,SafetyNote,电池组件因氢气风险需特别注意防火防爆,D8操作手册,D8操作手册::chunk_0
REL_000117,Marine Engine System_Battery,Component,HAS_SAFETY_NOTE,SafetyNote_No Open Flame Near Battery,SafetyNote,电池舱附近作业需遵守无明火安全禁忌,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000118,Marine Engine System_Battery,Component,HAS_SAFETY_NOTE,SafetyNote_Wear Goggles For Fuel And Battery Work,SafetyNote,电池搬运及充电作业时需遵循佩戴护目镜的安全规定,D8操作手册,D8操作手册::chunk_5;D8操作手册::chunk_6
REL_000119,Marine Engine System_Battery,Equipment,REPAIRED_BY,Marine Engine System_RepairMethod_Clean Battery Terminals,RepairMethod,电池故障可通过清洁终端修复,D8操作手册,D8操作手册::chunk_28
REL_000120,Marine Engine System_Battery,Equipment,REQUIRES,Marine Engine System_RepairMethod_Charge Battery,RepairMethod,电池维护需要定期充电,D8操作手册,D8操作手册::chunk_28
REL_000121,Marine Engine System_Battery Management System,Equipment,HAS_COMPONENT,Marine Engine System_Battery Management Display,Component,电池管理系统包含显示模块,D8操作手册,D8操作手册::chunk_18
REL_000122,Marine Engine System_Battery Management System,Equipment,HAS_COMPONENT,Marine Engine System_Battery Management Unit,Component,电池管理系统包含控制单元,D8操作手册,D8操作手册::chunk_18
REL_000123,Marine Engine System_Battery Management System,Equipment,HAS_PARAMETER,Parameter_Battery Current,Parameter,电池管理系统监测电流参数,D8操作手册,D8操作手册::chunk_18
REL_000124,Marine Engine System_Battery Management Unit,Component,HAS_SAFETY_NOTE,SafetyNote_BCM Remote Disable,SafetyNote,电池管理单元作业需遵守远程禁用安全 note,D8操作手册,D8操作手册::chunk_18
REL_000125,Marine Engine System_Battery Sensor,Component,HAS_PARAMETER,Parameter_Battery Health,Parameter,电池传感器提供健康状态参数,D8操作手册,D8操作手册::chunk_14
REL_000126,Marine Engine System_Battery Sensor,Component,HAS_PARAMETER,Parameter_Battery SOC,Parameter,电池传感器提供充电状态参数,D8操作手册,D8操作手册::chunk_14
REL_000127,Marine Engine System_Battery Sensor,Component,REPAIRED_BY,RepairMethod_Reset Battery Sensor,RepairMethod,电池传感器更换后需执行重置维修,D8操作手册,D8操作手册::chunk_18
REL_000128,Marine Engine System_Component_Engine Type Plate,Component,HAS_PARAMETER,Marine Engine System_Parameter_Engine Serial Number,Parameter,发动机铭牌组件记录有序列号参数,D8操作手册,D8操作手册::chunk_31
REL_000129,Marine Engine System_Control Device,Equipment,CONTROLS,Marine Engine System,System,控制装置控制发动机的转速和换档,D8操作手册,D8操作手册::chunk_14
REL_000130,Marine Engine System_Control Device,Equipment,CONTROLS,Marine Engine System_Drive Device,Component,控制装置通过控制杆将驱动装置置于空档,D8操作手册,D8操作手册::chunk_20
REL_000131,Marine Engine System_Control Device,Equipment,HAS_COMPONENT,Marine Engine System_Cruise Control,Component,控制装置包含巡航控制功能模块,D8操作手册,D8操作手册::chunk_14
REL_000132,Marine Engine System_Control Device,Equipment,HAS_PARAMETER,Parameter_Fuel Economy,Parameter,控制装置相关视图显示燃油经济性参数,D8操作手册,D8操作手册::chunk_14
