entity_id,name,label,description,doc_id,chunk_id,all_labels,source
ENT_000047,船舶管路系统_ZP300 型阀门_液压执行机构,Component,阀门驱动用的液压缸执行核心模块,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946::chunk_2,,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946.md
ENT_000048,船舶管路系统_ZP300 型阀门_锥齿轮箱,Component,用于手动操作阀门的核心传动模块，包含齿轮减速机构,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946::chunk_7,,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946.md
ENT_000049,阀门管路系统_三偏心阀_动态负载填料组件,Component,含贝氏弹簧的恒定载荷填料结构模块,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_7,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000050,阀门管路系统_三偏心阀_填料冲洗组件,Component,用于监测泄漏和消除无组织排放的冲洗模块,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_7,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000051,阀门管路系统_三偏心阀_填料衬套,Component,阀杆周围用于密封和支撑的核心填料模块,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_4;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_5,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000052,阀门管路系统_三偏心阀_密封环,Component,安装在阀瓣上用于确保密封性能的易损件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_0;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_1,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000053,阀门管路系统_三偏心阀_执行机构,Component,驱动阀门动作的电气或气动液压核心模块；驱动阀门动作且选型依赖安装方向的核心驱动组件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_0;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_1;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_3,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000054,阀门管路系统_三偏心阀_衬垫,Component,管道中与阀瓣行程存在干涉风险的密封衬垫部件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_3,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000055,阀门管路系统_三偏心阀_轴承冲洗组件,Component,用于防止轴承区域结晶和扭矩增加的冲洗模块,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_7,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000056,阀门管路系统_三偏心阀_阀杆,Component,传递执行机构扭矩至阀瓣的关键传动部件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_0;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_1,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000057,阀门管路系统_三偏心阀_阀瓣,Component,实现流体截断与密封的核心运动组件；三偏心阀内部执行截断功能的关键运动组件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_0;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_1;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_3,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000058,阀门管路系统_三偏心阀_阀门支架,Component,支撑阀体结构的机械支架部件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_4;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_5,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000059,阀门管路系统_管道系统_过压保护装置,Component,防止管道系统压力超过安全限值的保护组件,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_4;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_5,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000060,Rosemount 3051S 无线压力变送器_查看写保护设定,DiagnosticMethod,检查写保护安全设定的诊断步骤,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000061,Rosemount 3051S 无线压力变送器_查看工作参数,DiagnosticMethod,通过菜单查看压力温度电压等工作参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_2,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000062,Rosemount 3051S 无线压力变送器_查看连接状态,DiagnosticMethod,诊断设备当前网络连接状态的检测方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_4,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000063,Rosemount 3051S 无线压力变送器_检查 HART 能力,DiagnosticMethod,调试前确认控制系统是否支持与 HART 7 设备通信的方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000064,Rosemount 3051S 无线压力变送器_确认设备描述符,DiagnosticMethod,通过软件网页或工具检查系统中是否装载最新 DD 文件的方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000065,SMP Series Hydraulic Pump_Check Air Pressure,DiagnosticMethod,确定气源气压是否符合泵站规定要求,Operation and Maintenance Manual for SMP Series Hydraulic Pu,Operation and Maintenance Manual for SMP Series Hydraulic Pu::chunk_9,,Operation and Maintenance Manual for SMP Series Hydraulic Pu.md
ENT_000066,智能无线网关_Web 界面验证连通性,DiagnosticMethod,通过智能无线网关网页界面检查设备联网状态和通讯路径的诊断方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_8,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000067,船舶管路系统_ZP300 型阀门_60 天定期检查,DiagnosticMethod,制造商建议的每 60 天进行一次的标准维护检查周期,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946::chunk_9,,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946.md
ENT_000068,船舶管路系统_ZP300 型阀门_全开全闭功能测试,DiagnosticMethod,通过操作阀门全程运动来验证功能正常性的检测方法,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946::chunk_9,,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946.md
ENT_000069,船舶管路系统_ZP300 型阀门_初步检查,DiagnosticMethod,阀门安装或维护前的整体状态检查流程,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946::chunk_2,,manuals-刀闸阀-zp300型-clarkson-zh-zh-cn-5197946.md
ENT_000070,阀门管路系统_三偏心阀_泄漏率监测,DiagnosticMethod,通过填料冲洗选件监测管路流体排放进入大气的速率,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_7,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000071,阀门管路系统_三偏心阀_阀门检查,DiagnosticMethod,卸货后检查密封环及填料螺母状态的检测手段；检查阀瓣行程是否干涉衬垫的特定诊断验证方法；对管路系统进行加压以验证密封性的检测手段,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_0;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_1;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_3;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_4;vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650::chunk_5,,vanessa-30-000-系列三偏心阀-tov-安装、操作及维护手册-zh-cn-5195650.md
ENT_000072,375 现场手操器,Equipment,用于现场连接和组态变送器的手持通讯设备；用于组态变送器的现场通讯设备,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1;参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
ENT_000073,AMS 软件,Equipment,用于设备组态、诊断及管理的资产管理软件工具；用于组态变送器的资产管理软件,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1;参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3,,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064.md
