rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000036,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_平方根值,Parameter,变送器流量组态中包含平方根值参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_4
REL_000037,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_换算变量单位,Parameter,变送器支持换算变量单位定义,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000038,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_排放阀拧紧扭矩,Parameter,设备排放阀安装需参考特定的扭矩参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000039,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_控制回路模式,Parameter,变送器具有控制回路模式参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000040,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_更新速率,Parameter,无线压力变送器具有可组态的测量值传送更新速率参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1
REL_000041,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_法兰螺栓初始扭矩值,Parameter,变送器安装需遵循初始扭矩参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000042,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_法兰螺栓最终扭矩值,Parameter,变送器安装需遵循最终扭矩参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000043,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_流量下限截止值,Parameter,变送器支持流量下限截止值设置,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000044,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_流量下限截止模式,Parameter,变送器流量组态中包含下限截止模式参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_4
REL_000045,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_线性偏量,Parameter,变送器支持线性偏量参数设置,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000046,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_网络连接状态,Parameter,Rosemount 3051S 无线压力变送器具有网络连接状态运行参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_8
REL_000047,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_螺栓材料,Parameter,变送器安装需确认螺栓材料规格,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000048,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_设备状态,Parameter,Rosemount 3051S 无线压力变送器具有设备状态运行参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_8
REL_000049,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_软件版本,Parameter,变送器设备信息参数包含软件版本,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_2
REL_000050,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_过程变量单位,Parameter,变送器可配置参数包含过程变量单位,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_2
REL_000051,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_过程法兰温度限值_惰性材料,Parameter,变送器过程法兰有惰性材料温度限值参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000052,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_过程法兰温度限值_硅油,Parameter,变送器过程法兰有硅油温度限值参数,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000053,Rosemount 3051S 无线压力变送器,Equipment,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_高警示值,Parameter,变送器支持高警示值参数配置,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000054,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_O 形圈凹槽保护,SafetyNote,设备维护时需注意保护 O 形圈凹槽免受损伤,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000055,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_写保护安全功能,SafetyNote,变送器操作需注意写保护安全功能,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000056,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_加压前拧紧螺栓安全,SafetyNote,变送器安装需遵守加压前拧紧螺栓的安全规定,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000057,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_危险物质处理安全,SafetyNote,处理接触危险物质的变送器时需遵守 MSDS 附带规定,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1
REL_000058,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_外壳盖金属接触安全,SafetyNote,变送器外壳盖安装需遵循金属接触安全规范,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_2
REL_000059,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_天线安全间距,SafetyNote,安装变送器时必须保证天线与人员之间至少有 20 厘米间距,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1
REL_000060,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_工作状态禁止拆卸螺栓,SafetyNote,变送器维护需遵守工作状态禁止拆卸螺栓的安全规定,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000061,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_平衡阀操作顺序,SafetyNote,Rosemount 3051S 无线压力变送器操作平衡阀时需遵循特定顺序以防故障,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_8
REL_000062,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_电池放电后危险,SafetyNote,变送器电池模块即使放电后仍存在危险需注意,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_2
REL_000063,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_电源模块跌落安全,SafetyNote,变送器电源模块操作需遵循防跌落安全规范,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_2
REL_000064,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_螺栓润滑禁忌,SafetyNote,变送器安装螺栓时需注意不应额外涂敷润滑剂的禁忌,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_5
REL_000065,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_过程流体接触危险,SafetyNote,变送器安装需注意防止过程流体接触人员的安全事项,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_5
REL_000066,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_避雷器接地规范,SafetyNote,设备防雷组件安装有严格的接地安全规范,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000067,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_金属紧贴金属密封,SafetyNote,变送器外壳安装需遵守金属紧贴金属密封的安全要求,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_5
REL_000068,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_锂电池运输安全,SafetyNote,变送器含锂电池，运输时需遵守危险品监管规定并移除模块,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_1
REL_000069,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_零点调整压力安全,SafetyNote,Rosemount 3051S 无线压力变送器在零点调整时需遵守压力安全禁忌,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_8
REL_000070,Rosemount 3051S 无线压力变送器,Equipment,HAS_SAFETY_NOTE,Rosemount 3051S 无线压力变送器_高温过程材料接触禁忌,SafetyNote,变送器安装需遵守高温过程材料接触禁忌的安全规定,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000071,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_主设备复位,RepairMethod,变送器电子部件故障可通过主设备复位修复,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_4
REL_000072,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_交叉模式拧紧螺栓,RepairMethod,变送器机械紧固需采用交叉模式拧紧方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000073,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_变量重映射,RepairMethod,变送器变量映射错误可通过重映射方法修复,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_4
REL_000074,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_安装 RF 避雷器,RepairMethod,安装避雷器是保障设备防雷安全的维修操作,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000075,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_安装一体化阀组,RepairMethod,通过安装阀组方法完成过程截断功能配置,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_7
REL_000076,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_安装端线板,RepairMethod,端线板安装是变送器组装维修的关键步骤,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000077,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_安装远程天线,RepairMethod,远程天线安装需遵循高度与垂直度要求,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000078,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_导压管安装布置,RepairMethod,变送器测量回路需采用正确的导压管安装布置方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000079,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_接地处理,RepairMethod,通过接地处理方法符合电气规范,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_7
REL_000080,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_旋转外壳,RepairMethod,通过旋转外壳方法方便现场接线或查看,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_7
REL_000081,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_无线设备加电,RepairMethod,通过安装电源模块方法恢复变送器供电,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_7
REL_000082,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_法兰转接器安装,RepairMethod,变送器过程连接需采用法兰转接器安装方法,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_6
REL_000083,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_组态网络参数,RepairMethod,变送器显示功能可通过该方法组态修复,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000084,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_组态过程警戒,RepairMethod,变送器警戒功能可通过该方法组态修复,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_3
REL_000085,Rosemount 3051S 无线压力变送器,Equipment,REPAIRED_BY,Rosemount 3051S 无线压力变送器_重新组装过程法兰,RepairMethod,过程法兰重新组装涉及 O 形圈检查与螺栓紧固,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_11
REL_000086,Rosemount 3051S 无线压力变送器_LCD 显示屏,Component,HAS_PARAMETER,Rosemount 3051S 无线压力变送器_LCD 存放温度,Parameter,LCD 显示屏具有特定的存放温度参数限制,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064,参考手册-rosemount-3051s-无线系列产品-zh-cn-10755064::chunk_7
